# TODO: Translate to Simplified Chinese
# Source: hud_us.txt
# Format: "KEY": "Chinese translation"
# Total entries: 1392

"HASH_0FFDDB00": "招募兄弟"
"HASH_3EF7035A": "琳"
"HASH_979EDE5B": "VTOL 操作"
"HASH_ACE4385B": "据点"
"HASH_8D9DE65B": "衣柜"
"HASH_9113845B": "收集载有病毒的载具以提升你对世界的控制力。"
"HASH_7D884D5B": "武器 - SA-3 空袭呼叫"
"HASH_D738205B": "恶名 - 赛博帮 3"
"HASH_598E9F5B": "帮派 - 新载具"
"HASH_6BF4D25B": "可携带多 50%% 的手枪弹药"
"HASH_0836815B": "占领火药据点后，你获得的所有声望额外增加 5%%"
"HASH_FCA5075B": "特警队"
"HASH_1DF9FB5B": "抢劫"
"HASH_D65B895B": "重试还是退出根据地？"
"HASH_ED5B525C": "嘲讽 / 捧场"
"HASH_8849145C": "可携带多 75%% 的步枪弹药"
"HASH_6E39C05C": "无限炸药弹药"
"HASH_9D7B875D": "你从卡弗岛区域获得的每小时城市收入额外增加 15%%"
"HASH_DA0C9A5E": "折扣 - 武器"
"HASH_F5E8895E": "恶名 - 晨星帮 3"
"HASH_EF87705E": "隐藏"
"HASH_49C8515E": "重置或退出裂缝？"
"Molotov": "燃烧瓶"
"HASH_83384D5E": "正在尝试入侵……"
"HASH_9232E35F": "{ACTION_IMG} 抓人盾\n人盾能替你挡子弹，还能给你争取喘息时间。"
"HASH_51BC615F": "帮派自定义"
"HASH_D0F7EF5F": "呼叫特警队协助战斗"
"HASH_6CABAC5F": "招募两名圣徒兄弟。按 {RECRUIT_DISMISS_IMG}  招募附近的圣徒。"
"HASH_BDD6395F": "近战 - 威力 3"
"HASH_5C33AF5F": "呼叫一队超级圣徒前来支援。"
"HASH_C21B6A60": "使用念力 [image:ui_hud_gsi_obj_tele] 向津亚克投掷爆裂 CID。"
"HASH_1312BB60": "你的门户车库现已提供一批水上载具"
"HASH_CAB55660": "在你的HUB\"手机\"菜单中可以找到圣徒后援。圣徒会赶来战斗支援"
"HASH_3A37DF60": "升级伯恩斯山核反应堆据点后，你获得的所有声望额外增加 15%%"
"HASH_E3E88A60": "复活强尼·盖特的僵尸尸体作为后援。"
"HASH_D6BFDB60": "鲨鱼喷射器"
"HASH_1CA78D61": "驾车带着琳四处躲避追兵，助她向威廉·夏普复仇。"
"HASH_641EB261": "你将免疫爆炸伤害。"
"HASH_2116FC61": "新"
"HASH_0B32F061": "{SKIP_MODAL_SEQUENCE_IMG} 投票跳过"
"HASH_79120162": "帮派自定义"
"HASH_DF2CB262": "改装载具"
"HASH_FFF5C362": "可携带多 50%% 的特殊弹药"
"HASH_52155D62": "超能力联手！"
"HASH_4E6E5A63": "载具 - 飞行器"
"HASH_EADDF163": "被载具撞击受到的伤害轻微降低。"
"HASH_B9786F63": "你的据点武器库可多储存 10%% 弹药。"
"HASH_C0F04C63": "通缉度入侵"
"HASH_39051963": "STAG 步枪采用激光技术，彻底免装弹匣。  当心枪管过热。"
"HASH_AC56BA63": "跳上杀霸"
"HASH_34E82664": "自动拾取你身上没有的武器。\n按住{WEAPON_MENU_IMG}打开武器菜单，用{WEAPON_SELECT_IMG}切换武器。"
"HASH_0BA81864": "奖励：每小时现金收入提升"
"HASH_30D51064": "帮派 - 武器 - 霰弹枪"
"HASH_667B6764": "服装 - 亚马逊女王"
"HASH_23883264": "你的帮派现在可以收纳警察。"
"HASH_07B67164": "叫肖恩蒂来帮你。"
"HASH_534A6964": "烈焰焚化者"
"HASH_F9BB1964": "切换模式"
"HASH_B0243F65": "弹药 - 步枪"
"HASH_E497BA65": "兄弟们获得大幅生命提升"
"HASH_7D00AA65": "伤害 - 轻武器 2"
"HASH_D6B15165": "载具配送"
"HASH_681EC365": "初露锋芒"
"HASH_622D1D66": "{SPRINT_IMG} 冲刺穿过检查点。\n\n撞上[format][color:green]超级加速球[/format]可获得更高速度。\n\n向上箭头表示即将跳跃！"
"HASH_4D4ECC66": "载具 - STAG 坦克"
"HASH_41E94B66": "帮派 - 生命提升"
"HASH_7C6FDF66": "服装 - 马桶"
"HASH_E5F04D66": "布设磁感近炸地雷，能让敌人措手不及。"
"HASH_6C906A66": "音爆者"
"HASH_EF03D866": "本杰明 [CENSORED] 金"
"HASH_58D65C67": "兄弟 - 丧尸后援"
"HASH_6E1FD167": "生命回复速度略微加快"
"HASH_1D712D67": "开始新任务"
"HASH_2B401567": "干掉杀霸"
"HASH_83798768": "{ACTION_IMG} 抓人盾 \n按{CBA_OFC_HS_EXECUTE_IMG}处决人盾"
"HASH_F837E268": "帮派自定义让你可以选择圣徒的衣着、座驾与言辞。"
"HASH_B6515F68": "弹药 - 冲锋枪 3"
"HASH_0DD86368": "载具 - 坦克"
"HASH_4BBA7568": "你的门户武器缓存、衣橱与虚拟车库现已提供新的可下载内容。"
"HASH_57A88468": "STAG 版本的霰弹枪。  无需装填，但小心枪管过热。"
"HASH_4B40C469": "你解锁了更多拐人救美活动。\n在地图上查看地点。"
"HASH_8900C569": "在你的HUB\"手机\"菜单中可以找到齐摩斯。他会在战斗中帮助圣徒。"
"HASH_74FEBC69": "伤害 - 坠落"
"HASH_24353769": "这把外星武器既能执法……也能喷射超高温等离子。"
"HASH_6BB04869": "一个荒诞的成人玩具，却有着棒球棍的杀伤力。"
"HASH_164BFC6A": "武器 - 遥控夺取器"
"HASH_99FD016A": "你的帮派现在可以使用赛博帮载具。"
"HASH_376CFE6A": "请重新连接手柄并按下 {PAUSE_MENU_IMG} 继续"
"HASH_0982FB6B": "韦斯利·卡特国际机场"
"WPNCAT_SUB_MACHINE_GUN": "冲锋枪"
"SMG_STORM": "速射冲锋枪"
"HASH_71F8656C": "弹药 - 手枪 3"
"HASH_01EB986C": "占领伯恩斯山核反应堆据点后，你的城市收入转账上限提升。"
"HASH_C205586C": "必须等你的搭档加入完毕。"
"HASH_EF95136D": "[format][color:red]揭穿基尔班[/format]"
"HASH_16E3C56D": "奖励：杀霸的面具"
"HASH_C803016D": "兄弟 - 丧尸盖特"
"HASH_15D6ED6D": "你的赛博帮恶名衰减速度加快"
"HASH_04C98C6D": "投雷臂"
"HASH_17E54D6D": "本该如此"
"HASH_552B9E6E": "可下载内容"
"HASH_F5D51F6E": "升级商店"
"HASH_62B7E46E": "通缉度 - 更快衰减"
"HASH_1299856E": "兄弟 - 武器"
"HASH_C2BD7E6E": "正在等待 %ls 确认开始任务"
"HASH_6505726E": "液压悬挂 关"
"HASH_2C584B6F": "根据地 - 三秒压制"
"HASH_FA78716F": "你的门户车库现已提供摔角手载具"
"HASH_3538C86F": "所获全部缓存获得 10%% 加成。"
"HASH_C911D570": "为 C.I.D. 提供保护。"
"HASH_66477570": "可携带多 25%% 的步枪弹药"
"HASH_42906F70": "技能 - 血肉横飞"
"HASH_7AD10C70": "新巴拉内克"
"HASH_447F8070": "让你的敌人来一次亲密接触。对牛也有效。"
"HASH_5D48B370": "西装爆破者"
"HASH_ECF48570": "需要水上载具才能使用船坞"
"HASH_8A314270": "请重新连接 Xbox 360 手柄并按 {PAUSE_MENU_IMG} 继续"
"HASH_23176070": "半程归乡"
"HASH_D9CF8A70": "真是一团糟……"
"HASH_ED4FAE71": "在你的手机圣徒簿中查看暗杀目标、偷车清单与挑战。"
"HASH_7375E671": "你从卡弗岛区域获得的每小时城市收入额外增加 5%%"
"HASH_E6B65A71": "升级你的帮派成员以携带霰弹枪"
"HASH_0C7FFF71": "你不会受到子弹与激光的任何伤害。"
"HASH_6DD9BE71": "退出卫星视图"
"HASH_1BE6E872": "恶名 - 晨星帮"
"HASH_6BB89572": "终于，步枪的射程配上暴烈擒拿的凌厉！"
"HASH_F1262373": "武器商店"
"HASH_3A8AC573": "你不会受到火焰的任何伤害。"
"HASH_33954A73": "杀霸的面具现已可穿戴"
"HASH_53D85873": "近战 - 威力"
"HASH_0FE0D373": "已完成"
"HASH_976FF674": "服装店可自定义你的角色。购买衣物可获得 [format][color:purple]经验值[/format]。"
"HASH_9B56EF74": "可携带多 50%% 的炸药弹药"
"HASH_34972774": "收到的全部缓存增加 15%%"
"HASH_9AD09274": "秒"
"HASH_2A73E774": "闪点已清除"
"HASH_5009FC74": "圣徒与感性"
"HASH_6BC60175": "直升机武器"
"HASH_B7594475": "根据地 - 伯恩斯山核反应堆"
"HASH_30238475": "因留住晨星帮风尘女，每小时城市收入 {GAME_CASH}1,000"
"HASH_F9246E75": "冲刺距离延长 100%%"
"HASH_1CB09075": "你的巢穴衣橱与车库中已有新的可下载内容。"
"HASH_47051C75": "一根长长的木棍。打人打物样样在行。  不解释。"
"HASH_36826375": "遥控夺取器"
"HASH_16682875": "霰弹枪弹药"
"HASH_1A858A76": "飞机操作"
"HASH_396E6B76": "服装 - 枢机主教服"
"HASH_2D0B3476": "转账上限"
"HASH_93B3A777": "无人机武器"
"HASH_39364177": "恶名 - 赛博帮"
"HASH_4BF7BE77": "你的门户车库现已提供 S.T.A.G. VTOL"
"HASH_E638E077": "升级火药据点后，你获得的所有声望额外增加 15%%"
"HASH_29DEFB77": "你的帮派现在可以收纳吉祥物。"
"HASH_75006A77": "在相关技术授权给 STAG 之前，乌托尔拦截者才是最初的喷射摩托。 "
"HASH_987DC777": "你的门户车库现已提供赛博空间汽车与摩托"
"HASH_3F25AC77": "伤害 - 载具 2"
"HASH_150D5777": "圣徒们的标配手枪。"
"HASH_D7AD6E78": "区域每小时现金"
"HASH_EE359178": "载具 - 尖啸鹰喷气战机"
"HASH_1D0B3878": "服装 - 战士公主"
"HASH_33D50578": "无限手枪弹药"
"HASH_80294978": "升级你的帮派成员以携带步枪"
"HASH_F5FA2B78": "帮派 - 复活计时 2"
"HASH_723EEA78": "阿拉皮斯岛"
"HASH_F5542578": "绝对不符上路法规，但圣徒何曾在乎？"
"HASH_CD9F1078": "一切都很棒——尤其用这把武器每次帮派击杀都能额外赚取声望。"
"HASH_DC9BBB78": "用这颗手雷震晕你的敌人。"
"HASH_D57EAD79": "C.I.D."
"HASH_202BFB79": "把这份炸药包粘在任何你想扔的东西上。  按下引爆器之前，先确保你自己已经撤到安全距离。"
"HASH_AF74AE79": "使用电脑"
"HASH_6E271F7A": "挑战"
"HASH_166C747A": "载具战斗"
"HASH_E4C7777A": "奖励：武器升级费用降低"
"HASH_6114157A": "可携带多 25%% 的手雷"
"HASH_B74FB97A": "你的通缉度衰减速度加快"
"HASH_E674217A": "进一步提升拳击威力与投掷距离。"
"HASH_71A07A7A": "模拟中现已提供更难的诈骗活动。\n在地图上查看地点。"
"HASH_EE642A7A": "终极太空公主服，手套、短裙与靴子一应俱全。"
"HASH_2CB1707A": "据点 - 伯恩斯山核反应堆"
"HASH_93C39C7A": "武器库弹药"
"HASH_BB659F7A": "英里"
"HASH_A6FD2A7A": "巡航控制"
"HASH_7CD2347B": "钢埠各处散布着特技跳跃点。所到之处留意寻找！"
"HASH_410CD77B": "力场护盾"
"RIFLE_GANG": "自动步枪"
"PISTOL_GANG": "重型手枪"
"HASH_DFAD9C7B": "这辆载具无法存入车库"
"HASH_90182B7B": "冷静点"
"HASH_E043F47C": "技能 - 氮气加速"
"HASH_5E2EE47C": "据点 - 肖恩蒂前男友的公寓"
"HASH_3D44667C": "收集品探测器"
"HASH_B8564A7C": "+{0}秒"
"HASH_ED8D8C7C": "你必须身处载具内才能激活此触发点"
"HASH_DB90757D": "近战格斗"
"HASH_9DD93F7D": "三军统帅包"
"HASH_C16EBC7D": "奖励 - STAG"
"HASH_FCC4907D": "100,000 缓存。"
"HASH_580A387D": "提基火把"
"HASH_0037AA7D": "一击。一杀。无需善后。"
"HASH_4C0A707D": "激活传送点"
"HASH_FCF8067E": "时段"
"HASH_92A7467E": "每小时缓存转入 {game_cash}1,500"
"HASH_79C0A97E": "金吉也可以从你的HUB\"手机\"菜单呼叫到模拟世界中。她会在战斗中帮助圣徒。"
"HASH_2889F87E": "外星冲锋枪"
"HASH_0C3C0E7E": "两个肖恩蒂"
"HASH_4F9E4B7F": "帮派 - 新载具"
"HASH_4D2CFF7F": "手枪瞬间换弹"
"HASH_C348B67F": "伤害 - 爆炸 3"
"HASH_F392647F": "伯恩斯山"
"HASH_D5CAF880": "践踏"
"HASH_C17E8981": "念力 CID"
"HASH_FD497881": "抢劫"
"HASH_C8666E81": "{WEAPON_MENU_IMG} + {WEAPON_SELECT_IMG} 切换武器"
"HASH_43A6B781": "SILVERLINK - 发型"
"HASH_029D2881": "被删除的模拟会掉落四倍缓存"
"HASH_DF686381": "城市接管"
"HASH_C5909E81": "想要大爆炸和猛火力，选火箭筒准没错。"
"HASH_C9939281": "现金 {0}"
"HASH_7F92CB82": "珠宝店可自定义你的角色。购买珠宝可获得 [format][color:purple]经验值[/format]。"
"HASH_B04ACB82": "{CBA_OFC_HS_EXECUTE_IMG} 处决人盾"
"HASH_885D0F82": "Guardsman AR 的深银武器皮肤。"
"HASH_21CE8582": "自定义角色"
"HASH_70C0A582": "伙伴的目标"
"HASH_3E960082": "触手球棒"
"HASH_31BEE882": "乔·马加拉奇传说中的长勺，如同保罗·邦扬的斧头，但容量更大。"
"HASH_C0A88D83": "弹药 - 手雷"
"HASH_E73F5883": "兄弟 - 直升机"
"HASH_A11DCE83": "复活 - 速度 3"
"HASH_FB410C83": "正在与 %ls 确认开始活动"
"HASH_2186FE83": "从金吉那里获得后援。"
"HASH_C3D65383": "机械人"
"HASH_38779784": "所获全部经验值获得 5%% 加成"
"HASH_60D22484": "与 STAG 任务选择相关的奖励已发放。请查看你的电话簿、据点武器库与车库。"
"HASH_922E1F84": "天降死神"
"HASH_E9670B85": "电台控制"
"HASH_1CD82A85": "按住 {ATTACK_PRIMARY_IMG} 蓄力射击"
"HASH_383C7185": "[format][color:red]为市长摧毁僵尸病毒[/format]"
"HASH_5D5CA885": "[format][color:Purple]接管一家载具制造商[/format]"
"HASH_678DF585": "帮派自定义"
"HASH_161CDB85": "帮派自定义"
"HASH_54194185": "在你的据点武器库装备电锯。"
"HASH_7C6CB385": "你的门户车库现已提供 S.T.A.G. 坦克"
"HASH_11078B85": "你已解锁慢动作秘籍。"
"HASH_FA927A85": "加成 - 现金"
"HASH_F697B885": "清除你当前的执法部门恶名。"
"HASH_EF45AF85": "安吉尔"
"HASH_424BE385": "一把残忍高效、外星设计风格的清道夫枪。"
"HASH_1C70BD85": "车载 .50 机枪"
"HASH_EF06F485": "已删除"
"HASH_903B1185": "任务或活动期间无法自定义你的载具"
"HASH_C3791E86": "DJ 资深孩童"
"HASH_13E3C587": "开得又快又稳，让老虎开心并提升你的勇气。"
"HASH_922DEB87": "区域每小时现金"
"HASH_B2582B87": "你装填所有武器的速度更快"
"HASH_D94B7687": "据点 - 金吉"
"HASH_76311787": "处决"
"HASH_B1382C87": "你造成了 %5.1f 点伤害！"
"HASH_7E818188": "氮气"
"HASH_12B90088": "奖励 - 经验值 3"
"HASH_A5AA1788": "{0}{TEMP_DEGREES}"
"HASH_0C647988": "%ls 入侵了一家新店铺。现在你们共同拥有它。"
"HASH_CF006389": "[format][color:green]前往雕像[/format]"
"HASH_A7BCFA89": "[format][color:blue]将风尘女交给晨星帮[/format]"
"HASH_C2DC2389": "[format][color:yellow]拆除炸弹[/format]"
"HASH_24AC2A89": "区域每小时现金"
"HASH_083D4489": "据点 - 齐莫斯的宅子"
"WPNCAT_THROWN": "投掷"
"HASH_02433789": "SA-3 空袭"
"HASH_CF3D318A": "你现在拥有这个街区。\n每小时你会从中获得一笔小额收入，存入你的据点藏匿处。你还可以购买这个街区任意商店的股份，以获得额外的每小时收入。"
"HASH_B9F18E8A": "耐力 - 提升 2"
"HASH_8195BC8A": "帮派自定义"
"HASH_C44ABA8A": "更快装填 1"
"HASH_8016F38A": "动作捕捉服已添加到你的据点衣柜中"
"HASH_329E828A": "洛伦广场"
"HASH_9199B28B": "武器库"
"HASH_C0A86C8B": "区域每小时现金"
"HASH_3393CC8B": "帮派自定义"
"HASH_A3743E8B": "双持 - 手枪"
"HASH_9456EE8B": "模拟中现已提供更难的烈焰活动。\n在地图上查看地点。"
"HASH_62A0DE8B": "你解锁了更多武直突击活动。\n在地图上查看地点。"
"HASH_0401948B": "你造成的近战伤害中等提升。"
"HASH_FB99EC8B": "伤害 - 火焰"
"HASH_C262768B": "放弃导弹"
"HASH_EC4F3B8B": "昔日时光"
"HASH_5BE32B8C": "黑货押运"
"HASH_F05EDE8C": "双持冲锋枪"
"HASH_DB08388C": "小时"
"HASH_7DFF628D": "载具操控"
"HASH_BE4DD88D": "生命 - 升级 2"
"HASH_5571218D": "你的门户车库现已提供迪克帮载具"
"HASH_97E0DE8D": "在你的手机\"手机\"菜单中可以找到薇奥拉。她会在战斗中帮助圣徒。"
"HASH_EEC92C8D": "目标"
"HASH_267FEA8D": "你不能在这里存放这种载具"
"HASH_C1874D8E": "副武器开火"
"HASH_2BB4F38E": "载具 - 夜刃载具"
"HASH_4EE91E8E": "战术冲锋枪"
"HASH_52B7758E": "经验值 +{0}"
"HASH_5AC8968F": "SILVERLINK - 武器皮肤"
"HASH_EB340D8F": "丹恩·沃格尔"
"HASH_6B99EB8F": "任务完成"
"HASH_F9EB7990": "{HELI_FIRE_PRIMARY_IMG} 发射机枪 \n{HELI_FIRE_SECONDARY_IMG} 发射火箭"
"HASH_EDD85390": "梅罗"
"FART_IN_A_JAR": "罐中臭屁"
"HASH_ACFAC491": "把风尘女从粗暴的掮客手中安全救回。"
"HASH_9D6CBC91": "近战 - 超级力量 2"
"HASH_94F0CF91": "你的门户车库现已提供赛博坦克"
"HASH_2AC49791": "你的晨星帮恶名衰减速度略微加快"
"HASH_B5ED9591": "你不会受到坠落的任何伤害。"
"HASH_57A9ED91": "伯恩斯山核反应堆现在是一座圣徒据点。在这里可以存取武器库、服装，并自定义你的帮派。"
"HASH_6F243F91": "将缓存转换为 8,000 经验值"
"HASH_FEF10691": "转账上限"
"HASH_A3500491": "修复载具花费 {GAME_CASH}%d"
"HASH_F0D37292": "坦克大乱斗"
"HASH_5D3CAC92": "奖励：永久现金加成"
"HASH_8D3DB992": "SILVERLINK - 秘籍"
"HASH_2FFF5692": "圣徒会出现在你拥有的街区中。看到他们时按下 {RECRUIT_DISMISS_IMG} 招募附近的圣徒跟随你。"
"HASH_883F0492": "开始合作活动？"
"HASH_2F387192": "一把来历不明、能力未知的小型手枪"
"HASH_F212A792": "津泰克力场护盾"
"HASH_DF40A392": "双子圣徒"
"HASH_8F8BE393": "{ACCELERATE_IMG} 加速 \n{BRAKE_REVERSE_IMG} 倒车"
"HASH_F0586D93": "{PLANE_ACCELERATE_IMG} 加速 \n{PLANE_BRAKE_REVERSE_IMG} 刹车 + 倒车 \n{PLANE_TURN_LEFT_IMG}/{PLANE_TURN_RIGHT_IMG} 翻滚"
"HASH_5F330C93": "[format][color:Purple]让乔什留在圣徒帮[/format]"
"HASH_72409693": "武器库弹药"
"HASH_7AD5C194": "载具 - STAG VTOL"
"HASH_31BCE394": "接入塔"
"HASH_61481995": "蓄力武器"
"HASH_94F73895": "按住 {WEAPON_MENU_IMG} + {AUDIO_PLAYER_PREV_TRACK_IMG} / {AUDIO_PLAYER_NEXT_TRACK_IMG}\n切换电台\n\n你随时可收听电台，步行或载具中均可。"
"HASH_74B1F295": "声望加成"
"HASH_678B4195": "在你的老巢武器缓存装备喧闹蝗虫。"
"HASH_084C1495": "枢机主教服现已可穿戴"
"HASH_E7F67F95": "你的据点武器库可多储存 10%% 弹药。"
"HASH_E9E80D95": "小呱呱"
"HASH_670FA495": "会唱歌、会爆炸、毛茸茸、还能控制心灵的章鱼。没错，控制心灵。我们是认真的。"
"HASH_5DA55296": "SILVERLINK - 武器皮肤"
"HASH_2D92EF96": "夜刃包"
"HASH_B422A296": "升级三秒压制据点后，你获得的所有声望额外增加 10%%"
"HASH_74E0EE96": "在你的手机\"手机\"菜单中可以找到奥列格。他会在战斗中帮助圣徒。"
"HASH_5ECAC696": "占领超级销金窝据点后，你的城市收入转账上限提升。"
"HASH_CF1FFF96": "兑换 - 缓存换经验值"
"HASH_888C9096": "充气娃娃"
"HASH_33BFEF96": "实验科技"
"HASH_1035F997": "直升机操控"
"HASH_7F2E9C97": "入侵商店可让你控制周边区域并提升缓存传输速率。"
"HASH_05B55897": "奖励 - 缓存增益 3"
"HASH_A8CCC697": "你还嫌转头咳嗽够糟了……"
"HASH_10F45D98": "自定义载具会自动保存并可在任何时间取回，即使已被摧毁，也可通过中枢 - 手机 - 载具投递菜单、Rim Jobs 或门户车库取回。"
"HASH_F15FFC98": "闪耀霰弹枪能提升击杀敌人获得的声望。"
"HASH_02A36398": "升级超级销金窝据点后，你获得的所有声望额外增加 15%%"
"HASH_28860498": "弹跳步枪"
"HASH_A9C77D98": "冲锋枪弹药"
"HASH_E3C35199": "兄弟 - 特警后援"
"HASH_CF328D99": "玩家生命值提升 100%%"
"HASH_11D38399": "你从市中心区域获得的每小时城市收入额外增加 10%%"
"HASH_FB1D8D99": "你解锁了更多护花使者活动。\n在地图上查看地点。"
"HASH_80C1C599": "市中心"
"HASH_4DF47399": "进入模拟"
"HASH_646EAE99": "冷却武器"
"HASH_A200759A": "在重攻击时按下提示按键，可造成更高伤害并获取更多声望。"
"HASH_D529589A": "召唤时可清除全部外星通缉度"
"HASH_96D4BC9A": "传送回岸边"
"HASH_3D9B289A": "该秘籍在合作模式中禁用。"
"HASH_5E495B9B": "弹药 - 特殊 2"
"HASH_8F30CB9B": "McManus 2020 的深银武器皮肤。"
"HASH_FDD7B99B": "猩红炮台的摩托与夜刃座驾。速度。力量。格调。"
"HASH_C4D8549B": "追随者阵亡前的持续时间中等延长。"
"HASH_D409EC9C": "巡航控制"
"HASH_2EA1009C": "丧尸潮"
"BASEBALL_BAT": "棒球棒"
"HASH_1AA4399D": "{SHOULDER_CAMERA_IMG} 缩放"
"HASH_A385399D": "奖励 - 缓存传输速率 3"
"HASH_0EA29F9D": "根据地 - 暗号"
"HASH_CDFB469D": "已扫描"
"HASH_B1D3E49D": "你正在放弃 %d 名 [format][color:purple]追随者[/format]"
"HASH_5024FF9D": "这样更好"
"HASH_4A602D9E": "载具 - 赛勒斯·坦普尔的 VTOL"
"HASH_1ACF6E9E": "弹药 - 冲锋枪 4"
"HASH_2EBEE59E": "得益于马特·米勒的黑客技术，载具定制费用降低 50%%"
"HASH_1630879E": "所有随从生命值提升 20%%"
"HASH_13BD6C9E": "充能中"
"HASH_7877E49E": "东南区"
"HASH_A525999E": "与 DJ 资深孩童共舞一曲。"
"HASH_F9DC679E": "SMG 的街头版，以便携性换取更长有效射程。"
"HASH_39C61D9F": "生命 - 回复 2"
"HASH_4870C79F": "转账上限"
"HASH_9A81D8A0": "技能 - 拾荒 VIP"
"HASH_00D296A0": "赛博帮的标志性佩剑。"
"HASH_ACF5F9A0": "末日神拳"
"HASH_5DE1E8A0": "S3X 巨锤"
"HASH_3B42A5A0": "这辆载具无法存入车库"
"HASH_71105CA0": "来龙去脉"
"HASH_952D3BA1": "武器 - 炸药包"
"HASH_FB51DAA1": "在服装店享受 15%% 折扣"
"HASH_8F0FF2A1": "厄尔伍德"
"HASH_3E5A51A1": "让赛勒斯守护你的侧翼。"
"HASH_86F3AFA1": "适合在 500 码外送上‘爱的轻抚’……而所谓‘爱的轻抚’，我们指的是‘爆头开花’。"
"HASH_9F25FCA1": "外星火箭筒"
"HASH_85C688A2": "特技跳跃"
"HASH_E50E73A2": "角色定制"
"HASH_DB630DA2": "浪人刀"
"HASH_5FEF4DA3": "声望加成"
"HASH_F84C8FA3": "模拟中现已提供更难的坦克大乱斗活动。\n在地图上查看地点。"
"HASH_18989CA3": "呼叫你的替补与你并肩作战。"
"HASH_778ED2A3": "未知"
"HASH_F80313A4": "狙击镜升级"
"HASH_FCB761A4": "奖励 - 经验值"
"HASH_5C8E30A4": "受到的坠落伤害中等降低。"
"HASH_C2270AA4": "物品 - 防毒面具"
"HASH_0BA09AA4": "直升机"
"HASH_6B63B5A4": "这是原型武器，如果你看到我，请告诉我"
"HASH_7C167BA4": "英尺"
"HASH_B6886DA5": "你的小地图会显示通往目标的最短合法路线。"
"HASH_4A1E2EA5": "瞬间装填 - 步枪"
"HASH_EB1CD7A5": "这是一把会开派对的枪！让全世界随你的节拍起舞，畏惧你的重低音！"
"HASH_986359A5": "闪点"
"HASH_2A44DBA6": "更快装填 3"
"HASH_68AA47A6": "分"
"HASH_70F935A6": "重试或退出任务"
"HASH_D2F665A7": "{0} 解散"
"HASH_15978DA7": "伤害 - 火焰 3"
"HASH_CF86B3A7": "与丹恩·沃格尔谈正事。"
"HASH_9784D5A7": "用一场爆炸青蛙之雨砸向你的敌人！"
"HASH_4DC1F9A7": "死神无人机"
"HASH_BE1FFBA7": "%.1f 米！"
"HASH_98F586A8": "安全删除"
"HASH_FBB254A8": "软体动物发射器"
"HASH_95DFDDA8": "音频日志"
"HASH_029894A8": "弹药 - 步枪 4"
"HASH_D679F6A8": "所获全部经验值获得 15%% 加成"
"STUN_GUN": "电击枪"
"HASH_7E196EA9": "你的门户车库现已提供火星车"
"HASH_FF09EAA9": "你已解锁血肉横飞秘籍。"
"HASH_5B810FA9": "这是手雷；爆炸时会很疼。"
"WPNCAT_MELEE": "近战"
"HASH_54D654A9": "5 年后……"
"HASH_CD5FA2AA": "若追随者生命值归零，你只有几秒钟赶去复活他们。"
"HASH_D0A5B8AA": "生命 - 回复 4"
"HASH_58B49CAA": "你从斯坦菲尔德区域获得的每小时城市收入额外增加 10%%"
"HASH_861BB6AA": "正在与 %ls 确认开始根据地"
"HASH_2B2129AA": "十几把枪、一门火箭筒与一支火焰喷射器，全都整合在一个顺手的扳机之后。"
"HASH_543E4CAA": "此活动期间你不能来这里"
"HASH_F48F91AA": "击杀指令 C.I.D."
"HASH_75FDC1AB": "病毒收集"
"HASH_9F8585AB": "天生设计能让你改变外貌、嘲讽动作和赞美动作。 "
"HASH_7C238AAB": "区域每小时现金"
"HASH_5C564AAB": "你装填所有武器的速度更快"
"HASH_180A03AB": "服装 - 动作捕捉服"
"HASH_6D93FDAB": "肖恩蒂"
"HASH_6CDD93AB": "尤利乌斯"
"HASH_0AB849AB": "进入船只"
"HASH_09B517AC": "{MENU_DP_LEFT_IMG} 嘲讽\n{MENU_DP_RIGHT_IMG} 称赞\n与路人互动，通过嘲讽并击杀外星人获取 [format][color:purple]经验值[/format]。"
"HASH_8200C7AC": "炫耀你的货物来赚缓存！"
"HASH_C441D0AC": "奖励 - 经验值"
"HASH_4E42DAAC": "特种行动载具包"
"HASH_265128AC": "玩家生命值提升 50%%"
"HASH_A81DDCAC": "升级"
"HASH_73E0A5AD": "纹身店可自定义你的角色。购买纹身可获得 [format][color:purple]经验值[/format]。"
"HASH_68422EAD": "双持 - 冲锋枪"
"HASH_81E3B1AD": "在你的据点武器库装备音爆武器。"
"HASH_C3FFDBAD": "你解锁了更多黑货押运活动。\n在地图上查看地点。"
"HASH_4E94B5AD": "念力"
"HASH_E3CE90AD": "已解锁"
"HASH_AD4BFFAD": "压印"
"HASH_6F39C3AD": "开门"
"HASH_F36F35AD": "左右开弓"
"HASH_8E4CBAAD": "我已成为死神"
"HASH_F1692DAE": "恶名清除 - 警方"
"HASH_7BBA4AAE": "加成 - 整笔存款"
"HASH_3EECDDAE": "在门户车库取回坦克。"
"HASH_BD6810AE": "增益"
"WPNCAT_PISTOL": "手枪"
"HASH_287BB6AF": "弹药 - 霰弹枪 2"
"HASH_2EA6ECAF": "弹药 - 手雷 3"
"HASH_BA347BAF": "兄弟 - 齐莫斯"
"HASH_4F13AFAF": "复活 - 速度"
"HASH_51D45CAF": "四档四十码"
"HASH_0C2DDAB0": "{PRATFALL_ALT_IMG} / {PRATFALL_IMG} 布娃娃\n将自己撞向车辆、物体与建筑，以打破模拟的规则。"
